"","tnr.test.mean","tpr.test.mean","acc.test.mean","tp.test.mean","fp.test.mean","tn.test.mean","fn.test.mean","ppv.test.mean","f1.test.mean","mmce.test.mean","tnr_train","tpr_train","acc_train","tp_train","fp_train","tn_train","fn_train","ppv_train","f1_train","mmce_train","best_k","predictors","num_predictors"
"6564",0.228571428571429,0.915068493150685,0.804597701149425,66.8,10.8,3.2,6.2,0.862053310616484,0.887098285972074,0.195402298850575,0.8,0.978082191780822,0.949425287356322,714,28,112,16,0.962264150943396,0.970108695652174,0.0505747126436782,1,"OverTime JobLevelB YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6580",0.228571428571429,0.897260273972603,0.789655172413793,65.5,10.8,3.2,7.5,0.858520790082434,0.877363790034232,0.210344827586207,0.978571428571429,0.994520547945206,0.991954022988506,726,3,137,4,0.995884773662551,0.995202193283071,0.00804597701149425,1,"OverTime MaritalStatus Age YearsAtCompany JobInvolvementB NumCompaniesWorkedB Education WorkLifeBalanceB",8
"6590",0.228571428571429,0.919178082191781,0.808045977011494,67.1,10.8,3.2,5.9,0.861704026273091,0.889334373666963,0.191954022988506,0.757142857142857,0.975342465753425,0.940229885057471,712,34,106,18,0.954423592493298,0.964769647696477,0.0597701149425287,1,"OverTime MaritalStatus YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",8
"6597",0.228571428571429,0.902739726027397,0.794252873563218,65.9,10.8,3.2,7.1,0.85992115614402,0.880368926978051,0.205747126436782,0.978571428571429,0.993150684931507,0.990804597701149,725,3,137,5,0.995879120879121,0.994513031550069,0.00919540229885057,1,"OverTime Age YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",8
"6948",0.228571428571429,0.9,0.791954022988506,65.7,10.8,3.2,7.3,0.859093037320185,0.878663504869169,0.208045977011494,0.914285714285714,0.984931506849315,0.973563218390805,719,12,128,11,0.983584131326949,0.98425735797399,0.0264367816091954,1,"StockOptionLevel JobLevelB MaritalStatus Age YearsAtCompany JobInvolvementB EnviornmentSatisfactionB WorkLifeBalanceB",8
"6959",0.228571428571429,0.894520547945205,0.78735632183908,65.3,10.8,3.2,7.7,0.857922776566699,0.875609558228057,0.21264367816092,0.964285714285714,0.993150684931507,0.988505747126437,725,5,135,5,0.993150684931507,0.993150684931507,0.0114942528735632,1,"StockOptionLevel JobLevelB MaritalStatus Age JobSatisfaction JobInvolvementB Education WorkLifeBalanceB",8
"6982",0.228571428571429,0.923287671232877,0.811494252873563,67.4,10.8,3.2,5.6,0.86227520407999,0.89135937756236,0.188505747126437,0.728571428571429,0.972602739726027,0.933333333333333,710,38,102,20,0.949197860962567,0.960757780784844,0.0666666666666667,1,"StockOptionLevel JobLevelB MaritalStatus YearsAtCompany JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"6998",0.228571428571429,0.878082191780822,0.773563218390805,64.1,10.8,3.2,8.9,0.85630053358404,0.866571334428458,0.226436781609195,1,0.997260273972603,0.997701149425287,728,0,140,2,1,0.998628257887517,0.00229885057471264,1,"StockOptionLevel JobLevelB Age YearsAtCompany JobSatisfaction NumCompaniesWorkedB Education WorkLifeBalanceB",8
"6999",0.228571428571429,0.875342465753425,0.771264367816092,63.9,10.8,3.2,9.1,0.855815405168728,0.865258363081745,0.228735632183908,0.985714285714286,0.998630136986301,0.996551724137931,729,2,138,1,0.997264021887825,0.997946611909651,0.00344827586206897,1,"StockOptionLevel JobLevelB Age YearsAtCompany JobSatisfaction EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"7020",0.228571428571429,0.891780821917808,0.785057471264368,65.1,10.8,3.2,7.9,0.857767782383997,0.873937396095514,0.214942528735632,0.978571428571429,0.993150684931507,0.990804597701149,725,3,137,5,0.995879120879121,0.994513031550069,0.00919540229885057,1,"StockOptionLevel MaritalStatus Age YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB WorkLifeBalanceB",8
"7022",0.228571428571429,0.894520547945205,0.78735632183908,65.3,10.8,3.2,7.7,0.85850771252446,0.87565181561942,0.21264367816092,0.957142857142857,0.993150684931507,0.987356321839081,725,6,134,5,0.991792065663475,0.992470910335387,0.0126436781609195,1,"StockOptionLevel MaritalStatus Age YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB WorkLifeBalanceB",8
"7023",0.228571428571429,0.945205479452055,0.829885057471264,69,10.8,3.2,4,0.865098586567853,0.903148562353388,0.170114942528736,0.285714285714286,0.976712328767123,0.86551724137931,713,100,40,17,0.8769987699877,0.924173687621517,0.13448275862069,3,"StockOptionLevel MaritalStatus Age YearsAtCompany JobSatisfaction JobInvolvementB Education WorkLifeBalanceB",8
"7050",0.228571428571429,0.873972602739726,0.770114942528736,63.8,10.8,3.2,9.2,0.85585381016947,0.864110803165016,0.229885057471264,0.985714285714286,0.995890410958904,0.994252873563218,727,2,138,3,0.997256515775034,0.996572995202193,0.00574712643678161,1,"StockOptionLevel Age YearsAtCompany JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"7066",0.228571428571429,0.89041095890411,0.783908045977011,65,10.8,3.2,8,0.857714494569758,0.873360471820251,0.216091954022989,0.978571428571429,0.994520547945206,0.991954022988506,726,3,137,4,0.995884773662551,0.995202193283071,0.00804597701149425,1,"JobLevelB MaritalStatus Age YearsAtCompany JobInvolvementB NumCompaniesWorkedB Education WorkLifeBalanceB",8
"7098",0.228571428571429,0.880821917808219,0.775862068965517,64.3,10.8,3.2,8.7,0.856311573527849,0.868102188484836,0.224137931034483,0.971428571428571,0.995890410958904,0.991954022988506,727,4,136,3,0.99452804377565,0.995208761122519,0.00804597701149425,1,"Age YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",8
"7475",0.228571428571429,0.926027397260274,0.813793103448276,67.6,10.8,3.2,5.4,0.86218811473215,0.892871739409158,0.186206896551724,0.728571428571429,0.972602739726027,0.933333333333333,710,38,102,20,0.949197860962567,0.960757780784844,0.0666666666666667,1,"OverTime StockOptionLevel JobLevelB MaritalStatus YearsAtCompany JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",9
"7488",0.228571428571429,0.884931506849315,0.779310344827586,64.6,10.8,3.2,8.4,0.856987630592894,0.870479535976914,0.220689655172414,0.992857142857143,0.997260273972603,0.996551724137931,728,1,139,2,0.998628257887517,0.997943797121316,0.00344827586206897,1,"OverTime StockOptionLevel JobLevelB Age YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB Education",9
"7501",0.228571428571429,0.915068493150685,0.804597701149425,66.8,10.8,3.2,6.2,0.860875094204042,0.887062838609035,0.195402298850575,0.914285714285714,0.986301369863014,0.974712643678161,720,12,128,10,0.983606557377049,0.984952120383037,0.0252873563218391,1,"OverTime StockOptionLevel JobLevelB Age JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",9
"7503",0.228571428571429,0.910958904109589,0.801149425287356,66.5,10.8,3.2,6.5,0.860219871515886,0.884649783193548,0.198850574712644,0.95,0.991780821917808,0.985057471264368,724,7,133,6,0.990424076607387,0.991101984941821,0.0149425287356322,1,"OverTime StockOptionLevel JobLevelB Age JobSatisfaction JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",9
"7509",0.228571428571429,0.924657534246575,0.81264367816092,67.5,10.8,3.2,5.5,0.862321479490315,0.892170820230296,0.18735632183908,0.935714285714286,0.979452054794521,0.972413793103448,715,9,131,15,0.987569060773481,0.983493810178817,0.0275862068965517,1,"OverTime StockOptionLevel JobLevelB YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",9
"7517",0.228571428571429,0.908219178082192,0.798850574712644,66.3,10.8,3.2,6.7,0.85999950047315,0.883236070010349,0.201149425287356,0.992857142857143,0.997260273972603,0.996551724137931,728,1,139,2,0.998628257887517,0.997943797121316,0.00344827586206897,1,"OverTime StockOptionLevel MaritalStatus Age YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB WorkLifeBalanceB",9
"7525",0.228571428571429,0.905479452054795,0.796551724137931,66.1,10.8,3.2,6.9,0.859598867359312,0.881689431248131,0.203448275862069,0.992857142857143,0.995890410958904,0.995402298850575,727,1,139,3,0.998626373626374,0.997256515775034,0.00459770114942529,1,"OverTime StockOptionLevel MaritalStatus Age YearsAtCompany JobInvolvementB NumCompaniesWorkedB Education WorkLifeBalanceB",9
"7537",0.228571428571429,0.924657534246575,0.81264367816092,67.5,10.8,3.2,5.5,0.862081125681002,0.892083046524359,0.18735632183908,0.942857142857143,0.991780821917808,0.983908045977012,724,8,132,6,0.989071038251366,0.990424076607387,0.0160919540229885,1,"OverTime StockOptionLevel MaritalStatus YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",9
"7538",0.228571428571429,0.921917808219178,0.810344827586207,67.3,10.8,3.2,5.7,0.861983037430908,0.890639696282985,0.189655172413793,0.95,0.99041095890411,0.983908045977012,723,7,133,7,0.99041095890411,0.99041095890411,0.0160919540229885,1,"OverTime StockOptionLevel MaritalStatus YearsAtCompany JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",9
"7562",0.228571428571429,0.893150684931507,0.786206896551724,65.2,10.8,3.2,7.8,0.857847277110675,0.874904492714734,0.213793103448276,0.992857142857143,0.994520547945206,0.994252873563218,726,1,139,4,0.998624484181568,0.996568291008922,0.00574712643678161,1,"OverTime JobLevelB MaritalStatus Age YearsAtCompany JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",9
"7565",0.228571428571429,0.936986301369863,0.822988505747126,68.4,10.8,3.2,4.6,0.864119418813748,0.898643374431463,0.177011494252874,0.914285714285714,0.986301369863014,0.974712643678161,720,12,128,10,0.983606557377049,0.984952120383037,0.0252873563218391,1,"OverTime JobLevelB MaritalStatus Age JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB WorkLifeBalanceB",9
"7592",0.228571428571429,0.926027397260274,0.813793103448276,67.6,10.8,3.2,5.4,0.862289819500769,0.892812302882857,0.186206896551724,0.907142857142857,0.987671232876712,0.974712643678161,721,13,127,9,0.982288828337875,0.984972677595628,0.0252873563218391,1,"OverTime MaritalStatus YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",9
"7764",0.228571428571429,0.876712328767123,0.772413793103448,64,10.8,3.2,9,0.855710854579276,0.865992488908689,0.227586206896552,0.992857142857143,1,0.998850574712644,730,1,139,0,0.998632010943912,0.999315537303217,0.00114942528735632,1,"StockOptionLevel JobLevelB MaritalStatus Age YearsAtCompany JobSatisfaction JobInvolvementB Education WorkLifeBalanceB",9
"7776",0.228571428571429,0.902739726027397,0.794252873563218,65.9,10.8,3.2,7.1,0.859124049876802,0.880014878339271,0.205747126436782,0.978571428571429,0.99041095890411,0.988505747126437,723,3,137,7,0.995867768595041,0.993131868131868,0.0114942528735632,1,"StockOptionLevel JobLevelB MaritalStatus Age JobSatisfaction JobInvolvementB NumCompaniesWorkedB Education WorkLifeBalanceB",9
"7783",0.228571428571429,0.947945205479452,0.832183908045977,69.2,10.8,3.2,3.8,0.865394585286036,0.904548254437177,0.167816091954023,0.285714285714286,0.975342465753425,0.864367816091954,712,100,40,18,0.876847290640394,0.923476005188067,0.135632183908046,3,"StockOptionLevel JobLevelB MaritalStatus YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",9
"7808",0.228571428571429,0.876712328767123,0.772413793103448,64,10.8,3.2,9,0.855705199586894,0.865692610917523,0.227586206896552,0.985714285714286,0.998630136986301,0.996551724137931,729,2,138,1,0.997264021887825,0.997946611909651,0.00344827586206897,1,"JobLevelB MaritalStatus Age YearsAtCompany JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",9
"7984",0.228571428571429,0.904109589041096,0.795402298850575,66,10.8,3.2,7,0.859294244606037,0.88090909220042,0.204597701149425,0.992857142857143,0.998630136986301,0.997701149425287,729,1,139,1,0.998630136986301,0.998630136986301,0.00229885057471264,1,"OverTime StockOptionLevel JobLevelB MaritalStatus Age YearsAtCompany JobSatisfaction JobInvolvementB Education WorkLifeBalanceB",10
"7987",0.228571428571429,0.87945205479452,0.774712643678161,64.2,10.8,3.2,8.8,0.856002504195727,0.867492108327409,0.225287356321839,1,1,1,730,0,140,0,1,1,0,1,"OverTime StockOptionLevel JobLevelB MaritalStatus Age YearsAtCompany JobSatisfaction NumCompaniesWorkedB Education WorkLifeBalanceB",10
"8002",0.228571428571429,0.932876712328767,0.819540229885057,68.1,10.8,3.2,4.9,0.86351425166682,0.896665323559558,0.180459770114943,0.964285714285714,0.998630136986301,0.993103448275862,729,5,135,1,0.993188010899183,0.995901639344262,0.00689655172413793,1,"OverTime StockOptionLevel JobLevelB MaritalStatus YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB Education WorkLifeBalanceB",10
"8004",0.228571428571429,0.916438356164384,0.805747126436782,66.9,10.8,3.2,6.1,0.861013937329727,0.887746847046016,0.194252873563218,0.95,0.991780821917808,0.985057471264368,724,7,133,6,0.990424076607387,0.991101984941821,0.0149425287356322,1,"OverTime StockOptionLevel JobLevelB MaritalStatus YearsAtCompany JobSatisfaction NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",10
"8009",0.228571428571429,0.895890410958904,0.788505747126437,65.4,10.8,3.2,7.6,0.858178853100772,0.876311346638426,0.211494252873563,1,1,1,730,0,140,0,1,1,0,1,"OverTime StockOptionLevel JobLevelB Age YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB Education WorkLifeBalanceB",10
"8027",0.228571428571429,0.887671232876712,0.781609195402299,64.8,10.8,3.2,8.2,0.857652200285536,0.871891207489137,0.218390804597701,0.985714285714286,0.998630136986301,0.996551724137931,729,2,138,1,0.997264021887825,0.997946611909651,0.00344827586206897,1,"OverTime JobLevelB MaritalStatus Age YearsAtCompany JobSatisfaction JobInvolvementB EnviornmentSatisfactionB Education WorkLifeBalanceB",10
"8029",0.228571428571429,0.906849315068493,0.797701149425287,66.2,10.8,3.2,6.8,0.859902632863225,0.882367563809318,0.202298850574713,0.971428571428571,0.993150684931507,0.989655172413793,725,4,136,5,0.994513031550069,0.993831391363948,0.0103448275862069,1,"OverTime JobLevelB MaritalStatus Age YearsAtCompany JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",10
"8030",0.228571428571429,0.919178082191781,0.808045977011494,67.1,10.8,3.2,5.9,0.861369729724993,0.889042120678883,0.191954022988506,0.985714285714286,0.994520547945206,0.993103448275862,726,2,138,4,0.997252747252747,0.995884773662551,0.00689655172413793,1,"OverTime JobLevelB MaritalStatus Age JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",10
"8091",0.228571428571429,0.882191780821918,0.777011494252874,64.4,10.8,3.2,8.6,0.856658041342252,0.869056023361319,0.222988505747126,0.992857142857143,0.998630136986301,0.997701149425287,729,1,139,1,0.998630136986301,0.998630136986301,0.00229885057471264,1,"StockOptionLevel JobLevelB MaritalStatus Age YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB Education WorkLifeBalanceB",10
"8095",0.228571428571429,0.898630136986301,0.790804597701149,65.6,10.8,3.2,7.4,0.858951427926648,0.878073379404862,0.209195402298851,0.957142857142857,0.995890410958904,0.989655172413793,727,6,134,3,0.99181446111869,0.993848257006152,0.0103448275862069,1,"StockOptionLevel JobLevelB MaritalStatus Age JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",10
"8164",0.228571428571429,0.883561643835616,0.77816091954023,64.5,10.8,3.2,8.5,0.856699158753961,0.869032429853207,0.22183908045977,1,1,1,730,0,140,0,1,1,0,1,"OverTime StockOptionLevel MaritalStatus Age YearsAtCompany JobSatisfaction JobInvolvementB NumCompaniesWorkedB EnviornmentSatisfactionB Education WorkLifeBalanceB",11
"11",0.221428571428571,0.847945205479452,0.747126436781609,61.9,10.9,3.1,11.1,0.850194017495759,0.848751562983373,0.252873563218391,0.15,0.841095890410959,0.729885057471264,614,119,21,116,0.837653478854025,0.839371155160629,0.270114942528736,47,"EnviornmentSatisfactionB",1
"105",0.221428571428571,0.919178082191781,0.806896551724138,67.1,10.9,3.1,5.9,0.860567840677712,0.888716006263946,0.193103448275862,0.421428571428571,0.967123287671233,0.879310344827586,706,81,59,24,0.89707750952986,0.930784442979565,0.120689655172414,1,"OverTime StockOptionLevel Age",3
"138",0.221428571428571,0.968493150684931,0.848275862068965,70.7,10.9,3.1,2.3,0.866642039662685,0.91453256610303,0.151724137931034,0.314285714285714,0.971232876712329,0.86551724137931,709,96,44,21,0.880745341614907,0.923778501628664,0.13448275862069,1,"OverTime YearsAtCompany JobInvolvementB",3
"323",0.221428571428571,0.902739726027397,0.793103448275862,65.9,10.9,3.1,7.1,0.858204983363939,0.879126437609105,0.206896551724138,0.571428571428571,0.965753424657534,0.902298850574713,705,60,80,25,0.92156862745098,0.94314381270903,0.0977011494252874,1,"Age YearsAtCompany JobInvolvementB",3
"468",0.221428571428571,0.973972602739726,0.852873563218391,71.1,10.9,3.1,1.9,0.867266706992684,0.917387754284067,0.147126436781609,0.235714285714286,0.979452054794521,0.859770114942529,715,107,33,15,0.869829683698297,0.92139175257732,0.140229885057471,1,"OverTime StockOptionLevel JobInvolvementB NumCompaniesWorkedB",4
"477",0.221428571428571,0.965753424657534,0.845977011494253,70.5,10.9,3.1,2.5,0.866502078162572,0.913263877585526,0.154022988505747,0.278571428571429,0.968493150684931,0.857471264367816,707,101,39,23,0.875,0.919375812743823,0.142528735632184,3,"OverTime StockOptionLevel Education WorkLifeBalanceB",4
"494",0.221428571428571,0.963013698630137,0.84367816091954,70.3,10.9,3.1,2.7,0.866016779767243,0.911782235081685,0.15632183908046,0.271428571428571,0.972602739726027,0.859770114942529,710,102,38,20,0.874384236453202,0.920881971465629,0.140229885057471,3,"OverTime JobLevelB YearsAtCompany JobInvolvementB",4
"519",0.221428571428571,0.910958904109589,0.8,66.5,10.9,3.1,6.5,0.859425411234076,0.884107555531107,0.2,0.714285714285714,0.976712328767123,0.93448275862069,713,40,100,17,0.946879150066401,0.961564396493594,0.0655172413793104,1,"OverTime MaritalStatus Age Education",4
"529",0.221428571428571,0.973972602739726,0.852873563218391,71.1,10.9,3.1,1.9,0.867376403597142,0.917493144205937,0.147126436781609,0.228571428571429,0.973972602739726,0.854022988505747,711,108,32,19,0.868131868131868,0.918011620400258,0.145977011494253,3,"OverTime MaritalStatus JobSatisfaction EnviornmentSatisfactionB",4
"547",0.221428571428571,0.893150684931507,0.785057471264368,65.2,10.9,3.1,7.8,0.857434971646558,0.87434712864877,0.214942528735632,0.7,0.979452054794521,0.93448275862069,715,42,98,15,0.944517833553501,0.961667787491594,0.0655172413793104,1,"OverTime Age YearsAtCompany WorkLifeBalanceB",4
"564",0.221428571428571,0.936986301369863,0.82183908045977,68.4,10.9,3.1,4.6,0.862880374692836,0.898156259668972,0.17816091954023,0.45,0.975342465753425,0.890804597701149,712,77,63,18,0.902408111533587,0.937458854509546,0.109195402298851,1,"OverTime YearsAtCompany JobSatisfaction NumCompaniesWorkedB",4
"568",0.221428571428571,0.956164383561644,0.837931034482759,69.8,10.9,3.1,3.2,0.864989845566026,0.908226341206473,0.162068965517241,0.378571428571429,0.971232876712329,0.875862068965517,709,87,53,21,0.89070351758794,0.929226736566186,0.124137931034483,1,"OverTime YearsAtCompany JobInvolvementB NumCompaniesWorkedB",4
"571",0.221428571428571,0.958904109589041,0.840229885057471,70,10.9,3.1,3,0.865485400215795,0.909594203160877,0.159770114942529,0.371428571428571,0.971232876712329,0.874712643678161,709,88,52,21,0.889585947302384,0.928618205631958,0.125287356321839,1,"OverTime YearsAtCompany JobInvolvementB WorkLifeBalanceB",4
"573",0.221428571428571,0.932876712328767,0.818390804597701,68.1,10.9,3.1,4.9,0.86212272907433,0.895823456542941,0.181609195402299,0.392857142857143,0.973972602739726,0.880459770114942,711,85,55,19,0.89321608040201,0.931847968545216,0.119540229885057,1,"OverTime YearsAtCompany NumCompaniesWorkedB Education",4
"575",0.221428571428571,0.950684931506849,0.833333333333333,69.4,10.9,3.1,3.6,0.864597275033532,0.905499503103736,0.166666666666667,0.335714285714286,0.976712328767123,0.873563218390805,713,93,47,17,0.884615384615385,0.928385416666667,0.126436781609195,1,"OverTime YearsAtCompany EnviornmentSatisfactionB Education",4
"771",0.221428571428571,0.87945205479452,0.773563218390805,64.2,10.9,3.1,8.8,0.85520818724281,0.866539307620516,0.226436781609195,0.842857142857143,0.971232876712329,0.950574712643678,709,22,118,21,0.969904240766074,0.97056810403833,0.0494252873563218,1,"StockOptionLevel JobLevelB Age YearsAtCompany",4
"830",0.221428571428571,0.894520547945205,0.786206896551724,65.3,10.9,3.1,7.7,0.857066119710658,0.87523426716792,0.213793103448276,0.75,0.961643835616438,0.927586206896552,702,35,105,28,0.952510176390773,0.957055214723926,0.0724137931034483,1,"StockOptionLevel Age YearsAtCompany EnviornmentSatisfactionB",4
"837",0.221428571428571,0.897260273972603,0.788505747126437,65.5,10.9,3.1,7.5,0.857836236123615,0.876537564623471,0.211494252873563,0.571428571428571,0.973972602739726,0.909195402298851,711,60,80,19,0.922178988326848,0.947368421052632,0.0908045977011494,1,"StockOptionLevel Age JobSatisfaction WorkLifeBalanceB",4
"885",0.221428571428571,0.941095890410959,0.825287356321839,68.7,10.9,3.1,4.3,0.863596660939724,0.900292718290065,0.174712643678161,0.414285714285714,0.96986301369863,0.880459770114942,708,82,58,22,0.89620253164557,0.931578947368421,0.119540229885057,1,"JobLevelB MaritalStatus Age JobInvolvementB",4
"911",0.221428571428571,0.876712328767123,0.771264367816092,64,10.9,3.1,9,0.854457247603857,0.864654228778511,0.228735632183908,0.864285714285714,0.973972602739726,0.95632183908046,711,19,121,19,0.973972602739726,0.973972602739726,0.0436781609195402,1,"JobLevelB Age YearsAtCompany JobSatisfaction",4
"1226",0.221428571428571,0.834246575342466,0.735632183908046,60.9,10.9,3.1,12.1,0.848447563750241,0.840691462465409,0.264367816091954,1,1,1,730,0,140,0,1,1,0,1,"OverTime Salary YearsAtCompany JobSatisfaction Education",5
"1315",0.221428571428571,0.941095890410959,0.825287356321839,68.7,10.9,3.1,4.3,0.864202491766371,0.900100390977727,0.174712643678161,0.314285714285714,0.965753424657534,0.860919540229885,705,96,44,25,0.880149812734082,0.920966688438929,0.139080459770115,1,"OverTime StockOptionLevel MaritalStatus JobInvolvementB WorkLifeBalanceB",5
"1332",0.221428571428571,0.908219178082192,0.797701149425287,66.3,10.9,3.1,6.7,0.85898230200226,0.882630176318382,0.202298850574713,0.771428571428571,0.973972602739726,0.941379310344828,711,32,108,19,0.95693135935397,0.965376782077393,0.0586206896551724,1,"OverTime StockOptionLevel Age JobSatisfaction WorkLifeBalanceB",5
"1344",0.221428571428571,0.908219178082192,0.797701149425287,66.3,10.9,3.1,6.7,0.85885881640312,0.882674924118533,0.202298850574713,0.65,0.967123287671233,0.916091954022988,706,49,91,24,0.935099337748344,0.950841750841751,0.0839080459770115,1,"OverTime StockOptionLevel YearsAtCompany JobSatisfaction NumCompaniesWorkedB",5
"1364",0.221428571428571,0.952054794520548,0.83448275862069,69.5,10.9,3.1,3.5,0.865184411962269,0.906096048635129,0.16551724137931,0.378571428571429,0.976712328767123,0.880459770114942,713,87,53,17,0.89125,0.93202614379085,0.119540229885057,1,"OverTime StockOptionLevel JobSatisfaction NumCompaniesWorkedB WorkLifeBalanceB",5
"1407",0.221428571428571,0.898630136986301,0.789655172413793,65.6,10.9,3.1,7.4,0.857655705972045,0.877343078391672,0.210344827586207,0.821428571428571,0.973972602739726,0.949425287356322,711,25,115,19,0.966032608695652,0.969986357435198,0.0505747126436782,1,"OverTime JobLevelB Age YearsAtCompany JobInvolvementB",5
"1424",0.221428571428571,0.908219178082192,0.797701149425287,66.3,10.9,3.1,6.7,0.858892303843521,0.882516792007027,0.202298850574713,0.571428571428571,0.973972602739726,0.909195402298851,711,60,80,19,0.922178988326848,0.947368421052632,0.0908045977011494,1,"OverTime JobLevelB Age EnviornmentSatisfactionB Education",5
"1427",0.221428571428571,0.941095890410959,0.825287356321839,68.7,10.9,3.1,4.3,0.863375380660843,0.900106664126201,0.174712643678161,0.507142857142857,0.979452054794521,0.903448275862069,715,69,71,15,0.911989795918367,0.944517833553501,0.096551724137931,1,"OverTime JobLevelB YearsAtCompany JobSatisfaction JobInvolvementB",5
"1447",0.221428571428571,0.93972602739726,0.824137931034483,68.6,10.9,3.1,4.4,0.863185176058405,0.89963090454141,0.175862068965517,0.392857142857143,0.968493150684931,0.875862068965517,707,85,55,23,0.892676767676768,0.92904073587385,0.124137931034483,1,"OverTime JobLevelB JobSatisfaction NumCompaniesWorkedB Education",5
"1468",0.221428571428571,0.923287671232877,0.810344827586207,67.4,10.9,3.1,5.6,0.861046970678589,0.890788381115498,0.189655172413793,0.735714285714286,0.975342465753425,0.936781609195402,712,37,103,18,0.950600801068091,0.962812711291413,0.0632183908045977,1,"OverTime MaritalStatus Age JobSatisfaction JobInvolvementB",5
"1470",0.221428571428571,0.912328767123288,0.801149425287356,66.6,10.9,3.1,6.4,0.859612744543072,0.884885165992455,0.198850574712644,0.65,0.976712328767123,0.924137931034483,713,49,91,17,0.935695538057743,0.955764075067024,0.0758620689655172,1,"OverTime MaritalStatus Age JobSatisfaction EnviornmentSatisfactionB",5
"1486",0.221428571428571,0.924657534246575,0.811494252873563,67.5,10.9,3.1,5.5,0.861274651397903,0.891694380586344,0.188505747126437,0.807142857142857,0.983561643835616,0.955172413793103,718,27,113,12,0.963758389261745,0.973559322033898,0.0448275862068966,1,"OverTime MaritalStatus YearsAtCompany JobSatisfaction Education",5
"1487",0.221428571428571,0.916438356164384,0.804597701149425,66.9,10.9,3.1,6.1,0.860092432532559,0.887077776615985,0.195402298850575,0.578571428571429,0.961643835616438,0.9,702,59,81,28,0.922470433639947,0.941649899396378,0.1,1,"OverTime MaritalStatus YearsAtCompany JobSatisfaction WorkLifeBalanceB",5
"1500",0.221428571428571,0.942465753424658,0.826436781609195,68.8,10.9,3.1,4.2,0.863766732909895,0.901002983706213,0.173563218390805,0.442857142857143,0.972602739726027,0.88735632183908,710,78,62,20,0.901015228426396,0.935441370223979,0.11264367816092,1,"OverTime MaritalStatus JobSatisfaction JobInvolvementB Education",5
"1519",0.221428571428571,0.901369863013699,0.791954022988506,65.8,10.9,3.1,7.2,0.858143929765397,0.879118459320356,0.208045977011494,0.935714285714286,0.989041095890411,0.980459770114943,722,9,131,8,0.987688098495212,0.988364134154689,0.0195402298850575,1,"OverTime Age YearsAtCompany JobSatisfaction NumCompaniesWorkedB",5
"1524",0.221428571428571,0.89041095890411,0.782758620689655,65,10.9,3.1,8,0.856540143200768,0.872744438189795,0.217241379310345,0.742857142857143,0.972602739726027,0.935632183908046,710,36,104,20,0.951742627345844,0.962059620596206,0.064367816091954,1,"OverTime Age YearsAtCompany JobInvolvementB EnviornmentSatisfactionB",5
